flip_id,speakers,utterances,emotions,triggers,dialog_id
3,Chandler,Really?!,surprise,0.0,0
4,Joey,But then who? The waitress I went out with last month?,surprise,0.0,1
4,Rachel,You know? Forget it!,sadness,0.0,1
4,Joey,"No-no-no-no, no! Who, who were you talking about?",surprise,1.0,1
4,Rachel,"No, I-I-I-I don't, I actually don't know",fear,0.0,1
5,Joey,But then who? The waitress I went out with last month?,surprise,0.0,1
5,Rachel,You know? Forget it!,sadness,0.0,1
5,Joey,"No-no-no-no, no! Who, who were you talking about?",surprise,0.0,1
5,Rachel,"No, I-I-I-I don't, I actually don't know",fear,1.0,1
5,Joey,Ok!,neutral,0.0,1
6,Joey,But then who? The waitress I went out with last month?,surprise,0.0,1
6,Rachel,You know? Forget it!,sadness,0.0,1
6,Joey,"No-no-no-no, no! Who, who were you talking about?",surprise,0.0,1
6,Rachel,"No, I-I-I-I don't, I actually don't know",fear,0.0,1
6,Joey,Ok!,neutral,1.0,1
6,Joey,"All right, well...",neutral,1.0,1
6,Rachel,"Yeah, sure!",neutral,0.0,1
7,Chandler,"Hey, Mon.",neutral,0.0,2
7,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,1.0,2
7,Chandler,Do I ever.,joy,0.0,2
8,Chandler,"Hey, Mon.",neutral,0.0,2
8,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
8,Chandler,Do I ever.,joy,0.0,2
8,Monica,Chris says they're closing down the bar.,sadness,1.0,2
9,Chandler,"Hey, Mon.",neutral,0.0,2
9,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
9,Chandler,Do I ever.,joy,0.0,2
9,Monica,Chris says they're closing down the bar.,sadness,1.0,2
9,Chandler,No way!,surprise,0.0,2
10,Chandler,"Hey, Mon.",neutral,0.0,2
10,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
10,Chandler,Do I ever.,joy,0.0,2
10,Monica,Chris says they're closing down the bar.,sadness,0.0,2
10,Chandler,No way!,surprise,1.0,2
10,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,0.0,2
11,Chandler,"Hey, Mon.",neutral,0.0,2
11,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
11,Chandler,Do I ever.,joy,0.0,2
11,Monica,Chris says they're closing down the bar.,sadness,0.0,2
11,Chandler,No way!,surprise,0.0,2
11,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,1.0,2
11,Chandler,Just coffee! Where are we gonna hang out now?,disgust,0.0,2
12,Chandler,"Hey, Mon.",neutral,0.0,2
12,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
12,Chandler,Do I ever.,joy,0.0,2
12,Monica,Chris says they're closing down the bar.,sadness,1.0,2
12,Chandler,No way!,surprise,0.0,2
12,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,1.0,2
12,Chandler,Just coffee! Where are we gonna hang out now?,disgust,1.0,2
12,Monica,Got me.,sadness,0.0,2
13,Chandler,"Hey, Mon.",neutral,0.0,2
13,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
13,Chandler,Do I ever.,joy,0.0,2
13,Monica,Chris says they're closing down the bar.,sadness,0.0,2
13,Chandler,No way!,surprise,0.0,2
13,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,0.0,2
13,Chandler,Just coffee! Where are we gonna hang out now?,disgust,0.0,2
13,Monica,Got me.,sadness,1.0,2
13,Chandler,Can I get a beer.,neutral,1.0,2
14,Chandler,"Hey, Mon.",neutral,0.0,2
14,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
14,Chandler,Do I ever.,joy,0.0,2
14,Monica,Chris says they're closing down the bar.,sadness,0.0,2
14,Chandler,No way!,surprise,0.0,2
14,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,0.0,2
14,Chandler,Just coffee! Where are we gonna hang out now?,disgust,0.0,2
14,Monica,Got me.,sadness,0.0,2
14,Chandler,Can I get a beer.,neutral,0.0,2
14,Monica,"Hey, did you pick a roommate?",neutral,1.0,2
15,Chandler,"Hey, Mon.",neutral,0.0,2
15,Monica,Hey-hey-hey. You wanna hear something that sucks.,neutral,0.0,2
15,Chandler,Do I ever.,joy,0.0,2
15,Monica,Chris says they're closing down the bar.,sadness,0.0,2
15,Chandler,No way!,surprise,0.0,2
15,Monica,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,0.0,2
15,Chandler,Just coffee! Where are we gonna hang out now?,disgust,0.0,2
15,Monica,Got me.,sadness,0.0,2
15,Chandler,Can I get a beer.,neutral,0.0,2
15,Monica,"Hey, did you pick a roommate?",neutral,1.0,2
15,Chandler,You betcha!,joy,0.0,2
16,Phoebe,"Oh my God, oh my God! Poor Monica!",surprise,0.0,3
16,Chandler,"What, what, what?!",surprise,0.0,3
16,Phoebe,What?!,surprise,1.0,3
16,Phoebe,He was with her when he wrote this poem.,neutral,0.0,3
17,Phoebe,"Oh my God, oh my God! Poor Monica!",surprise,0.0,3
17,Chandler,"What, what, what?!",surprise,0.0,3
17,Phoebe,What?!,surprise,0.0,3
17,Phoebe,He was with her when he wrote this poem.,neutral,0.0,3
17,Phoebe,"Look,  'My vessel so empty with nothing inside.",neutral,1.0,3
17,Phoebe,"Now that I've touched you, you seem emptier still.'",neutral,1.0,3
17,Phoebe,"He thinks Monica is empty, she is the empty vase!",surprise,0.0,3
18,Phoebe,"Oh my God, oh my God! Poor Monica!",surprise,0.0,3
18,Chandler,"What, what, what?!",surprise,0.0,3
18,Phoebe,What?!,surprise,0.0,3
18,Phoebe,He was with her when he wrote this poem.,neutral,0.0,3
18,Phoebe,"Look,  'My vessel so empty with nothing inside.",neutral,1.0,3
18,Phoebe,"Now that I've touched you, you seem emptier still.'",neutral,1.0,3
18,Phoebe,"He thinks Monica is empty, she is the empty vase!",surprise,1.0,3
18,Phoebe,"Oh, totally. Oh, God, oh, she seemed so happy too.",sadness,0.0,3
19,Rachel,Hey!,surprise,0.0,4
19,Ross,Hi!,joy,0.0,4
19,Rachel,What are you doing here?,surprise,1.0,4
19,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
20,Rachel,Hey!,surprise,0.0,4
20,Ross,Hi!,joy,0.0,4
20,Rachel,What are you doing here?,surprise,0.0,4
20,Ross,"Ah y'know, this building is on my paper route so I...",neutral,1.0,4
20,Rachel,Oh.,neutral,0.0,4
21,Rachel,Hey!,surprise,0.0,4
21,Ross,Hi!,joy,0.0,4
21,Rachel,What are you doing here?,surprise,0.0,4
21,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
21,Rachel,Oh.,neutral,0.0,4
21,Ross,Hi.,neutral,0.0,4
21,Rachel,Hi.,neutral,0.0,4
21,Ross,How'd did it go?,neutral,1.0,4
21,Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,1.0,4
22,Rachel,Hey!,surprise,0.0,4
22,Ross,Hi!,joy,0.0,4
22,Rachel,What are you doing here?,surprise,0.0,4
22,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
22,Rachel,Oh.,neutral,0.0,4
22,Ross,Hi.,neutral,0.0,4
22,Rachel,Hi.,neutral,0.0,4
22,Ross,How'd did it go?,neutral,0.0,4
22,Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,1.0,4
22,Ross,I'm so proud of you.,joy,0.0,4
23,Rachel,Hey!,surprise,0.0,4
23,Ross,Hi!,joy,0.0,4
23,Rachel,What are you doing here?,surprise,0.0,4
23,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
23,Rachel,Oh.,neutral,0.0,4
23,Ross,Hi.,neutral,0.0,4
23,Rachel,Hi.,neutral,0.0,4
23,Ross,How'd did it go?,neutral,0.0,4
23,Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,0.0,4
23,Ross,I'm so proud of you.,joy,0.0,4
23,Rachel,Me too!,joy,0.0,4
23,Ross,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness,1.0,4
24,Rachel,Hey!,surprise,0.0,4
24,Ross,Hi!,joy,0.0,4
24,Rachel,What are you doing here?,surprise,0.0,4
24,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
24,Rachel,Oh.,neutral,0.0,4
24,Ross,Hi.,neutral,0.0,4
24,Rachel,Hi.,neutral,0.0,4
24,Ross,How'd did it go?,neutral,0.0,4
24,Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,0.0,4
24,Ross,I'm so proud of you.,joy,0.0,4
24,Rachel,Me too!,joy,0.0,4
24,Ross,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness,1.0,4
24,Rachel,I know.,neutral,0.0,4
25,Rachel,Hey!,surprise,0.0,4
25,Ross,Hi!,joy,0.0,4
25,Rachel,What are you doing here?,surprise,0.0,4
25,Ross,"Ah y'know, this building is on my paper route so I...",neutral,0.0,4
25,Rachel,Oh.,neutral,0.0,4
25,Ross,Hi.,neutral,0.0,4
25,Rachel,Hi.,neutral,0.0,4
25,Ross,How'd did it go?,neutral,0.0,4
25,Rachel,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,0.0,4
25,Ross,I'm so proud of you.,joy,0.0,4
25,Rachel,Me too!,joy,0.0,4
25,Ross,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness,0.0,4
25,Rachel,I know.,neutral,1.0,4
25,Ross,Yeah.,neutral,0.0,4
26,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
26,Joey,You liked it? You really liked it?,surprise,0.0,5
26,Chandler,"Oh-ho-ho, yeah!",joy,1.0,5
26,Joey,Which part exactly?,neutral,1.0,5
27,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
27,Joey,You liked it? You really liked it?,surprise,0.0,5
27,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
27,Joey,Which part exactly?,neutral,1.0,5
27,Chandler,The whole thing! Can we go?,neutral,0.0,5
28,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
28,Joey,You liked it? You really liked it?,surprise,0.0,5
28,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
28,Joey,Which part exactly?,neutral,0.0,5
28,Chandler,The whole thing! Can we go?,neutral,1.0,5
28,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
29,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
29,Joey,You liked it? You really liked it?,surprise,0.0,5
29,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
29,Joey,Which part exactly?,neutral,0.0,5
29,Chandler,The whole thing! Can we go?,neutral,0.0,5
29,Joey,"Oh no-no-no, give me some specifics.",anger,1.0,5
29,Chandler,"I love the specifics, the specifics were the best part!",joy,1.0,5
30,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
30,Joey,You liked it? You really liked it?,surprise,0.0,5
30,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
30,Joey,Which part exactly?,neutral,0.0,5
30,Chandler,The whole thing! Can we go?,neutral,0.0,5
30,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
30,Chandler,"I love the specifics, the specifics were the best part!",joy,1.0,5
30,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,1.0,5
31,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
31,Joey,You liked it? You really liked it?,surprise,0.0,5
31,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
31,Joey,Which part exactly?,neutral,0.0,5
31,Chandler,The whole thing! Can we go?,neutral,0.0,5
31,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
31,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
31,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,1.0,5
31,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,0.0,5
32,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
32,Joey,You liked it? You really liked it?,surprise,0.0,5
32,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
32,Joey,Which part exactly?,neutral,0.0,5
32,Chandler,The whole thing! Can we go?,neutral,0.0,5
32,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
32,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
32,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0.0,5
32,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,1.0,5
32,Joey,You fell asleep!!,anger,0.0,5
33,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
33,Joey,You liked it? You really liked it?,surprise,0.0,5
33,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
33,Joey,Which part exactly?,neutral,0.0,5
33,Chandler,The whole thing! Can we go?,neutral,0.0,5
33,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
33,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
33,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0.0,5
33,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,0.0,5
33,Joey,You fell asleep!!,anger,0.0,5
33,Joey,There was no kangaroo!,anger,0.0,5
33,Joey,They didn't take any of my suggestions!,anger,1.0,5
33,Joey,That's for coming buddy.,neutral,1.0,5
34,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
34,Joey,You liked it? You really liked it?,surprise,0.0,5
34,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
34,Joey,Which part exactly?,neutral,0.0,5
34,Chandler,The whole thing! Can we go?,neutral,0.0,5
34,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
34,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
34,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0.0,5
34,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,0.0,5
34,Joey,You fell asleep!!,anger,1.0,5
34,Joey,There was no kangaroo!,anger,1.0,5
34,Joey,They didn't take any of my suggestions!,anger,1.0,5
34,Joey,That's for coming buddy.,neutral,0.0,5
34,Joey,I'll see you later.,neutral,1.0,5
34,Chandler,Don't go!,sadness,0.0,5
35,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
35,Joey,You liked it? You really liked it?,surprise,0.0,5
35,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
35,Joey,Which part exactly?,neutral,0.0,5
35,Chandler,The whole thing! Can we go?,neutral,0.0,5
35,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
35,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
35,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0.0,5
35,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,0.0,5
35,Joey,You fell asleep!!,anger,0.0,5
35,Joey,There was no kangaroo!,anger,0.0,5
35,Joey,They didn't take any of my suggestions!,anger,0.0,5
35,Joey,That's for coming buddy.,neutral,0.0,5
35,Joey,I'll see you later.,neutral,0.0,5
35,Chandler,Don't go!,sadness,0.0,5
35,Chandler,I'm sorry.,sadness,0.0,5
35,Chandler,I'm so sorry!,sadness,0.0,5
35,Chandler,Look!,surprise,1.0,5
36,Chandler,Good job Joe! Well done! Top notch!,joy,0.0,5
36,Joey,You liked it? You really liked it?,surprise,0.0,5
36,Chandler,"Oh-ho-ho, yeah!",joy,0.0,5
36,Joey,Which part exactly?,neutral,0.0,5
36,Chandler,The whole thing! Can we go?,neutral,0.0,5
36,Joey,"Oh no-no-no, give me some specifics.",anger,0.0,5
36,Chandler,"I love the specifics, the specifics were the best part!",joy,0.0,5
36,Joey,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0.0,5
36,Chandler,I was surprised to see a kangaroo in a World War I epic.,surprise,0.0,5
36,Joey,You fell asleep!!,anger,0.0,5
36,Joey,There was no kangaroo!,anger,0.0,5
36,Joey,They didn't take any of my suggestions!,anger,0.0,5
36,Joey,That's for coming buddy.,neutral,0.0,5
36,Joey,I'll see you later.,neutral,0.0,5
36,Chandler,Don't go!,sadness,0.0,5
36,Chandler,I'm sorry.,sadness,0.0,5
36,Chandler,I'm so sorry!,sadness,0.0,5
36,Chandler,Look!,surprise,0.0,5
36,Chandler,This guy fell asleep!,anger,1.0,5
37,Phoebe,"Yes, and it is my dying wish to have that ring.",neutral,0.0,6
37,Phoebe,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,0.0,6
37,Chandler,"Okay, that's enough honey!",neutral,0.0,6
37,Customer,I don't know.  Let me see the ring.,neutral,1.0,6
37,Chandler,"Great! Okay, here.",joy,0.0,6
38,Chandler,What've you been up to?,neutral,0.0,7
38,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,1.0,7
38,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,1.0,7
38,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
39,Chandler,What've you been up to?,neutral,0.0,7
39,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0.0,7
39,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0.0,7
39,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
39,Ross,I know.,neutral,1.0,7
39,Chandler,I'm back.,neutral,0.0,7
40,Chandler,What've you been up to?,neutral,0.0,7
40,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0.0,7
40,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0.0,7
40,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
40,Ross,I know.,neutral,0.0,7
40,Chandler,I'm back.,neutral,0.0,7
40,Jade,"So, are we gonna get together or what?",neutral,0.0,7
40,Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,0.0,7
40,Jade,"Great, I'll see you then.",neutral,1.0,7
40,Chandler,Ok.  Ok. Having a phone has finally paid off.,joy,0.0,7
41,Chandler,What've you been up to?,neutral,0.0,7
41,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0.0,7
41,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0.0,7
41,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
41,Ross,I know.,neutral,0.0,7
41,Chandler,I'm back.,neutral,0.0,7
41,Jade,"So, are we gonna get together or what?",neutral,0.0,7
41,Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,0.0,7
41,Jade,"Great, I'll see you then.",neutral,0.0,7
41,Chandler,Ok.  Ok. Having a phone has finally paid off.,joy,0.0,7
41,Ross,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,1.0,7
41,Chandler,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,0.0,7
42,Chandler,What've you been up to?,neutral,0.0,7
42,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0.0,7
42,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0.0,7
42,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
42,Ross,I know.,neutral,0.0,7
42,Chandler,I'm back.,neutral,0.0,7
42,Jade,"So, are we gonna get together or what?",neutral,0.0,7
42,Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,0.0,7
42,Jade,"Great, I'll see you then.",neutral,0.0,7
42,Chandler,Ok.  Ok. Having a phone has finally paid off.,joy,0.0,7
42,Ross,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,0.0,7
42,Chandler,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,1.0,7
42,Ross,Oh my god. You are pure evil.,disgust,0.0,7
43,Chandler,What've you been up to?,neutral,0.0,7
43,Jade,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0.0,7
43,Jade,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0.0,7
43,Chandler,Can you hold on a moment? I have another call.  I love her.,joy,0.0,7
43,Ross,I know.,neutral,0.0,7
43,Chandler,I'm back.,neutral,0.0,7
43,Jade,"So, are we gonna get together or what?",neutral,0.0,7
43,Chandler,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,0.0,7
43,Jade,"Great, I'll see you then.",neutral,0.0,7
43,Chandler,Ok.  Ok. Having a phone has finally paid off.,joy,0.0,7
43,Ross,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,0.0,7
43,Chandler,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,0.0,7
43,Ross,Oh my god. You are pure evil.,disgust,1.0,7
43,Chandler,"Ok, pure evil , horny and alone . I've done this",anger,0.0,7
44,Ross,This is my wedding.,neutral,0.0,8
44,Monica,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",anger,0.0,8
44,Ross,Fine. You'll-you'll watch it on video when we get back.,neutral,0.0,8
44,Chandler,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,joy,0.0,8
44,Phoebe,Thank you.,neutral,0.0,8
44,Phoebe,Thank you.,neutral,0.0,8
44,Ross,"All right, let's go! Bye, Pheebs!",joy,1.0,8
45,Ross,This is my wedding.,neutral,0.0,8
45,Monica,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",anger,0.0,8
45,Ross,Fine. You'll-you'll watch it on video when we get back.,neutral,0.0,8
45,Chandler,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,joy,0.0,8
45,Phoebe,Thank you.,neutral,0.0,8
45,Phoebe,Thank you.,neutral,0.0,8
45,Ross,"All right, let's go! Bye, Pheebs!",joy,0.0,8
45,Joey,"Bye, Pheebs!",joy,0.0,8
45,Joey,London baby!!,joy,1.0,8
45,Phoebe,"Oh, do you need a hug? You don't have to bring me anything!",joy,0.0,8
46,Chandler,Hey!,neutral,0.0,9
46,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,1.0,9
46,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,0.0,9
47,Chandler,Hey!,neutral,0.0,9
47,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0.0,9
47,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,1.0,9
47,Joey,What?!,surprise,0.0,9
48,Chandler,Hey!,neutral,0.0,9
48,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0.0,9
48,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,0.0,9
48,Joey,What?!,surprise,0.0,9
48,Chandler,What's wrong with you?,disgust,1.0,9
48,Joey,Nothing!,neutral,0.0,9
49,Chandler,Hey!,neutral,0.0,9
49,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0.0,9
49,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,0.0,9
49,Joey,What?!,surprise,0.0,9
49,Chandler,What's wrong with you?,disgust,0.0,9
49,Joey,Nothing!,neutral,0.0,9
49,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear,1.0,9
50,Chandler,Hey!,neutral,0.0,9
50,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0.0,9
50,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,0.0,9
50,Joey,What?!,surprise,0.0,9
50,Chandler,What's wrong with you?,disgust,0.0,9
50,Joey,Nothing!,neutral,1.0,9
50,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear,1.0,9
50,Joey,"But um, I don't think it's anything serious.",neutral,1.0,9
51,Chandler,Hey!,neutral,0.0,9
51,Joey,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0.0,9
51,Chandler,"That's great, but shouldn't you be on the toilet right now?",disgust,0.0,9
51,Joey,What?!,surprise,0.0,9
51,Chandler,What's wrong with you?,disgust,0.0,9
51,Joey,Nothing!,neutral,0.0,9
51,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear,1.0,9
51,Joey,"But um, I don't think it's anything serious.",neutral,0.0,9
51,Chandler,This sounds like a hernia. You have toyou-you go to the doctor!,surprise,0.0,9
